"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.condition"	"Answer.imageIDs"	"Answer.imageCategories"	"Answer.utterances"	"Answer.stateRatings"	"Answer.probsSad"	"Answer.probsDisgusted"	"Answer.probsAngry"	"Answer.probsNeutral"	"Answer.probsContent"	"Answer.probsHappy"	"Answer.probsExcited"	"Answer.orders"	"Answer.gender"	"Answer.age"	"Answer.income"	"Answer.nativeLanguage"	"Answer.comments"
"3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3RDTAMZS73SN2DPI3IFKDTAAHI0GX3"	"Fun experiment about the weather!"	"Read scenarios about the weather and answer questions about them. This should take around 8-10 minutes."	"weather,behavior,survey,psychology,estimate,experiment,language"	"$0.90"	"Mon Dec 22 06:04:42 PST 2014"	"40"	"0"	"0"	"19"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Mon Jan 05 16:51:59 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3KWTYT08704DJF8J5DTQ26RV5IV5L4"	11	"Approved"	"Mon Dec 22 23:51:59 PST 2014"	"Mon Dec 22 07:08:36 PST 2014"	"Mon Dec 22 07:11:59 PST 2014"	"Mon Dec 22 23:56:52 PST 2014"	""	""	""	""	"1"	"[5,1,9,7,8,3,2,6,4]"	"[""ok"",""amazing"",""terrible"",""terrible"",""terrible"",""amazing"",""amazing"",""ok"",""ok""]"	"[""good"",""amazing"",""bad"",""good"",""terrible"",""ok"",""terrible"",""good"",""good""]"	"[""4"",""5"",""2"",""1"",""2"",""5"",""5"",""4"",""3""]"	"[0.26,0.06,0.68,0.44,0.47,0.27,0.17,0.22,0.44]"	"[0.25,0.09,0.35,0.32,0.43,0.22,0.14,0.16,0.12]"	"[0.18,0.01,0.53,0.54,0.39,0.18,0.16,0.15,0.29]"	"[0.29,0.14,0.44,0.39,0.26,0.25,0.35,0.28,0.57]"	"[0.74,0.85,0.19,0.14,0.07,0.44,0.72,0.57,0.3]"	"[0.63,0.78,0.12,0.19,0.08,0.61,0.74,0.7,0.22]"	"[0.62,0.83,0.15,0.15,0.2,0.67,0.65,0.69,0.18]"	"[1,2,3,4,5,6,7,8,9]"	"""M"""	"""25"""	"""4"""	"""English"""	""""""
"3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3RDTAMZS73SN2DPI3IFKDTAAHI0GX3"	"Fun experiment about the weather!"	"Read scenarios about the weather and answer questions about them. This should take around 8-10 minutes."	"weather,behavior,survey,psychology,estimate,experiment,language"	"$0.90"	"Mon Dec 22 06:04:42 PST 2014"	"40"	"0"	"0"	"19"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Mon Jan 05 16:51:59 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"33CKWXB73JL15Q3WBG9VF150VWM11D"	12	"Approved"	"Mon Dec 22 23:52:34 PST 2014"	"Mon Dec 22 07:08:19 PST 2014"	"Mon Dec 22 07:12:34 PST 2014"	"Mon Dec 22 23:56:52 PST 2014"	""	""	""	""	"1"	"[1,7,8,3,5,9,4,2,6]"	"[""amazing"",""terrible"",""terrible"",""amazing"",""ok"",""terrible"",""ok"",""amazing"",""ok""]"	"[""terrible"",""bad"",""terrible"",""amazing"",""good"",""bad"",""terrible"",""ok"",""ok""]"	"[""2"",""2"",""1"",""5"",""4"",""2"",""1"",""3"",""3""]"	"[0.87,0.86,0.87,0.14,0.14,0.83,0.83,0.09,0.09]"	"[0.92,0.91,0.95,0.1,0.09,0.92,0.91,0.1,0.1]"	"[0.9,0.93,0.89,0.1,0.15,0.82,0.87,0.08,0.08]"	"[0.14,0.08,0.12,0.07,0.48,0.16,0.08,0.8,0.69]"	"[0.1,0.06,0.1,0.87,0.81,0.1,0.06,0.54,0.48]"	"[0.09,0.09,0.1,0.94,0.9,0.09,0.14,0.47,0.47]"	"[0.14,0.11,0.14,0.91,0.79,0.12,0.09,0.41,0.47]"	"[1,2,3,4,5,6,7,8,9]"	"""M"""	"""25"""	"""4"""	"""english"""	""""""
"3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3RDTAMZS73SN2DPI3IFKDTAAHI0GX3"	"Fun experiment about the weather!"	"Read scenarios about the weather and answer questions about them. This should take around 8-10 minutes."	"weather,behavior,survey,psychology,estimate,experiment,language"	"$0.90"	"Mon Dec 22 06:04:42 PST 2014"	"40"	"0"	"0"	"19"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Mon Jan 05 16:51:59 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3GS6S824SQYXKYQODRWE5Y8XUAZNW5"	13	"Approved"	"Mon Dec 22 23:54:11 PST 2014"	"Mon Dec 22 07:08:25 PST 2014"	"Mon Dec 22 07:14:11 PST 2014"	"Mon Dec 22 23:56:52 PST 2014"	""	""	""	""	"1"	"[8,3,7,2,5,9,4,1,6]"	"[""terrible"",""amazing"",""terrible"",""amazing"",""ok"",""terrible"",""ok"",""amazing"",""ok""]"	"[""good"",""amazing"",""good"",""bad"",""good"",""bad"",""amazing"",""good"",""bad""]"	"[""2"",""5"",""4"",""2"",""4"",""2"",""4"",""4"",""2""]"	"[0.03,0.07,0.07,0.52,0.05,0.51,0.05,0.05,0.75]"	"[0.05,0.04,0.08,0.46,0.06,0.49,0.06,0.07,0.44]"	"[0.05,0.05,0.08,0.9,0.05,0.9,0.05,0.07,0.92]"	"[0.03,0.05,0.06,0.1,0.05,0.04,0.04,0.06,0.07]"	"[0.86,0.91,0.89,0.06,0.88,0.05,0.89,0.9,0.06]"	"[0.86,0.82,0.82,0.05,0.88,0.06,0.87,0.89,0.05]"	"[0.53,0.75,0.71,0.07,0.88,0.06,0.88,0.89,0.07]"	"[1,2,3,4,5,6,7,8,9]"	"""F"""	"""25"""	"""4"""	"""english"""	""""""
"3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3RDTAMZS73SN2DPI3IFKDTAAHI0GX3"	"Fun experiment about the weather!"	"Read scenarios about the weather and answer questions about them. This should take around 8-10 minutes."	"weather,behavior,survey,psychology,estimate,experiment,language"	"$0.90"	"Mon Dec 22 06:04:42 PST 2014"	"40"	"0"	"0"	"19"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Mon Jan 05 16:51:59 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3CFVK00FWLM92J8XAW3VUC5V1D6L60"	14	"Approved"	"Mon Dec 22 23:56:38 PST 2014"	"Mon Dec 22 07:08:13 PST 2014"	"Mon Dec 22 07:16:38 PST 2014"	"Mon Dec 22 23:56:52 PST 2014"	""	""	""	""	"1"	"[1,6,3,7,5,2,8,9,4]"	"[""amazing"",""ok"",""amazing"",""terrible"",""ok"",""amazing"",""terrible"",""terrible"",""ok""]"	"[""bad"",""bad"",""terrible"",""ok"",""amazing"",""bad"",""amazing"",""bad"",""good""]"	"[""2"",""2"",""1"",""3"",""5"",""2"",""5"",""2"",""4""]"	"[0.26,0.4,0.45,0,0,0.45,0,0.83,0]"	"[0.73,0.71,0.79,0,0,0.63,0.08,0.73,0]"	"[0.21,0.19,0.4,0,0,0.45,0,0.28,0]"	"[0,0,0,1,0,0,0,0,0]"	"[0.48,0.48,0.11,1,0.42,0.26,0.99,0,0.87]"	"[0.18,0.11,0.05,0.38,1,0.05,0.94,0.06,0.64]"	"[0.07,0.09,0.03,0.3,0.86,0.04,0.23,0,0.16]"	"[1,2,3,4,5,6,7,8,9]"	"""M"""	"""25"""	"""0"""	"""English"""	""""""
"3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3RDTAMZS73SN2DPI3IFKDTAAHI0GX3"	"Fun experiment about the weather!"	"Read scenarios about the weather and answer questions about them. This should take around 8-10 minutes."	"weather,behavior,survey,psychology,estimate,experiment,language"	"$0.90"	"Mon Dec 22 06:04:42 PST 2014"	"40"	"0"	"0"	"19"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Mon Jan 05 16:51:59 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3ZQIG0FLQEHAS3ZXFII5FF2AGD1VWU"	15	"Approved"	"Mon Dec 22 23:58:47 PST 2014"	"Mon Dec 22 07:11:51 PST 2014"	"Mon Dec 22 07:18:47 PST 2014"	"Tue Dec 23 00:01:51 PST 2014"	""	""	""	""	"1"	"[9,3,5,1,2,6,4,7,8]"	"[""terrible"",""amazing"",""ok"",""amazing"",""amazing"",""ok"",""ok"",""terrible"",""terrible""]"	"[""amazing"",""terrible"",""bad"",""ok"",""amazing"",""ok"",""amazing"",""bad"",""terrible""]"	"[""5"",""1"",""2"",""3"",""5"",""3"",""5"",""2"",""1""]"	"[0.77,0.81,0.71,0.41,0.04,0.49,0.02,0.99,1]"	"[0.58,0.17,0.76,0.11,0.01,0.34,0.01,0.99,0.99]"	"[0.2,0.83,0.85,0.46,0.02,0.49,0,0.99,1]"	"[0.46,0.3,0.25,0.89,0.22,0.98,0.2,0.01,0.02]"	"[0.19,0.18,0.22,0.63,1,0.31,1,0.01,0.02]"	"[0.78,0.12,0.26,0.49,0.98,0.48,0.98,0.02,0.02]"	"[0.6,0.2,0.19,0.57,1,0.3,0.99,0.01,0.03]"	"[1,2,3,4,5,6,7,8,9]"	"""F"""	"""35"""	"""4"""	"""English"""	""""""
"3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3RDTAMZS73SN2DPI3IFKDTAAHI0GX3"	"Fun experiment about the weather!"	"Read scenarios about the weather and answer questions about them. This should take around 8-10 minutes."	"weather,behavior,survey,psychology,estimate,experiment,language"	"$0.90"	"Mon Dec 22 06:04:42 PST 2014"	"40"	"0"	"0"	"19"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Mon Jan 05 16:51:59 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3XCC1ODXDLCDFZMUUPEPMTVL766RQS"	16	"Approved"	"Tue Dec 23 00:02:01 PST 2014"	"Mon Dec 22 07:07:36 PST 2014"	"Mon Dec 22 07:22:01 PST 2014"	"Tue Dec 23 00:06:51 PST 2014"	""	""	""	""	"1"	"[7,4,6,8,5,3,1,9,2]"	"[""terrible"",""ok"",""ok"",""terrible"",""ok"",""amazing"",""amazing"",""terrible"",""amazing""]"	"[""terrible"",""amazing"",""terrible"",""bad"",""terrible"",""good"",""bad"",""bad"",""good""]"	"[""1"",""5"",""1"",""2"",""1"",""4"",""2"",""2"",""4""]"	"[0.95,0.05,0.96,0.81,0.92,0.01,0.75,0.92,0.03]"	"[0.94,0.05,0.95,0.8,0.9,0.01,0.76,0.93,0.02]"	"[0.95,0.01,0.01,0.03,0.01,0.01,0.04,0.7,0.01]"	"[0.04,0.01,0.97,0.76,0.98,0.97,0.82,0.94,0.98]"	"[0.01,0.96,0.02,0.16,0.05,0.95,0.27,0.06,0.98]"	"[0.04,0.95,0.02,0.17,0.05,0.95,0.26,0.07,0.98]"	"[0.11,0.99,0.12,0.17,0.06,0.93,0.12,0.06,0.95]"	"[1,2,3,4,5,6,7,8,9]"	"""M"""	"""45"""	"""4"""	"""English"""	"""Thanks!"""
"3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3RDTAMZS73SN2DPI3IFKDTAAHI0GX3"	"Fun experiment about the weather!"	"Read scenarios about the weather and answer questions about them. This should take around 8-10 minutes."	"weather,behavior,survey,psychology,estimate,experiment,language"	"$0.90"	"Mon Dec 22 06:04:42 PST 2014"	"40"	"0"	"0"	"19"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Mon Jan 05 16:51:59 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3BC8WZX3V3XDR01U743PRJ5Q3S8RRT"	17	"Approved"	"Tue Dec 23 00:22:33 PST 2014"	"Mon Dec 22 07:07:36 PST 2014"	"Mon Dec 22 07:42:33 PST 2014"	"Tue Dec 23 00:26:53 PST 2014"	""	""	""	""	"1"	"[4,8,1,7,3,5,6,2,9]"	"[""ok"",""terrible"",""amazing"",""terrible"",""amazing"",""ok"",""ok"",""amazing"",""terrible""]"	"[""terrible"",""bad"",""amazing"",""good"",""good"",""amazing"",""bad"",""bad"",""bad""]"	"[""1"",""2"",""5"",""4"",""4"",""5"",""2"",""2"",""2""]"	"[0.54,0.63,0,0.02,0.02,0.02,0.55,0.7,0.43]"	"[0.66,0.52,0.02,0.01,0.01,0.01,0.7,0.56,0.65]"	"[0.42,0.31,0.01,0,0.01,0.01,0.61,0.64,0.57]"	"[0.02,0,0,0.51,0.54,0.01,0.02,0.03,0]"	"[0.02,0.01,0.9,0.92,0.93,0.88,0.02,0.02,0.01]"	"[0.03,0.01,0.93,0.77,0.93,0.88,0.01,0.01,0.01]"	"[0.02,0,0.8,0.21,0.36,0.85,0.02,0.03,0.01]"	"[1,2,3,4,5,6,7,8,9]"	"""F"""	"""35"""	"""6"""	"""English"""	""""""
"3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3RDTAMZS73SN2DPI3IFKDTAAHI0GX3"	"Fun experiment about the weather!"	"Read scenarios about the weather and answer questions about them. This should take around 8-10 minutes."	"weather,behavior,survey,psychology,estimate,experiment,language"	"$0.90"	"Mon Dec 22 06:04:42 PST 2014"	"40"	"0"	"0"	"19"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Mon Jan 05 16:51:59 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"35H6S234SA1V0U5CI9NODN9YFN765Y"	18	"Approved"	"Tue Dec 23 00:30:51 PST 2014"	"Mon Dec 22 07:07:21 PST 2014"	"Mon Dec 22 07:50:51 PST 2014"	"Tue Dec 23 00:31:52 PST 2014"	""	""	""	""	"1"	"[2,4,6,1,8,7,5,3,9]"	"[""amazing"",""ok"",""ok"",""amazing"",""terrible"",""terrible"",""ok"",""amazing"",""terrible""]"	"[""amazing"",""terrible"",""ok"",""bad"",""ok"",""amazing"",""terrible"",""ok"",""terrible""]"	"[""5"",""1"",""3"",""2"",""3"",""5"",""1"",""3"",""1""]"	"[0.04,0.76,0.41,0.68,0.35,0.07,0.72,0.41,0.83]"	"[0.04,0.64,0.31,0.64,0.38,0.08,0.59,0.16,0.8]"	"[0.05,0.54,0.29,0.49,0.28,0.08,0.38,0.19,0.68]"	"[0.22,0.34,0.94,0.31,0.89,0.13,0.26,0.72,0.23]"	"[0.67,0.29,0.45,0.2,0.48,0.7,0.29,0.45,0.25]"	"[0.93,0.14,0.42,0.11,0.44,0.86,0.02,0.25,0.03]"	"[0.96,0.1,0.38,0.1,0.46,0.87,0.03,0.21,0.07]"	"[1,2,3,4,5,6,7,8,9]"	"""M"""	"""35"""	"""4"""	"""English"""	"""Thank you!"""
"3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3RDTAMZS73SN2DPI3IFKDTAAHI0GX3"	"Fun experiment about the weather!"	"Read scenarios about the weather and answer questions about them. This should take around 8-10 minutes."	"weather,behavior,survey,psychology,estimate,experiment,language"	"$0.90"	"Mon Dec 22 06:04:42 PST 2014"	"40"	"0"	"0"	"19"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Mon Jan 05 16:51:59 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3X08E93BHVJRJY5QNSXT5TNYBII66E"	19	"Approved"	"Tue Dec 23 00:45:30 PST 2014"	"Mon Dec 22 07:07:35 PST 2014"	"Mon Dec 22 08:05:30 PST 2014"	"Tue Dec 23 00:46:52 PST 2014"	""	""	""	""	"1"	"[2,6,3,9,8,7,1,5,4]"	"[""amazing"",""ok"",""amazing"",""terrible"",""terrible"",""terrible"",""amazing"",""ok"",""ok""]"	"[""ok"",""bad"",""good"",""good"",""ok"",""amazing"",""amazing"",""amazing"",""bad""]"	"[""4"",""2"",""4"",""4"",""3"",""5"",""5"",""5"",""2""]"	"[0.16,0.46,0.11,0,0.1,0,0,0,0.48]"	"[0.16,0.19,0.06,0,0.07,0,0,0,0.42]"	"[0.16,0.45,0.12,0,0.11,0,0,0,0.35]"	"[1,0.32,0,0,0.72,0,0,0,0]"	"[0.63,0.31,0.68,1,0.65,1,1,1,0.19]"	"[0.59,0.36,0.7,0.81,0.51,0.7,1,1,0.24]"	"[0,0.18,0.46,0.67,0.05,0.83,0.84,1,0.15]"	"[1,2,3,4,5,6,7,8,9]"	"""M"""	"""25"""	"""4"""	"""English and Korean"""	"""Thank you for the opportunity to take part in this survey"""
"3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3RDTAMZS73SN2DPI3IFKDTAAHI0GX3"	"Fun experiment about the weather!"	"Read scenarios about the weather and answer questions about them. This should take around 8-10 minutes."	"weather,behavior,survey,psychology,estimate,experiment,language"	"$0.90"	"Mon Dec 22 06:04:42 PST 2014"	"40"	"0"	"0"	"19"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Mon Jan 05 16:51:59 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3TPZPLC3M0D0WL0DJMY44Q2VXUN3PP"	20	"Submitted"	"Tue Jan 06 07:38:05 PST 2015"	"Mon Jan 05 14:53:51 PST 2015"	"Mon Jan 05 14:58:05 PST 2015"	""	""	""	""	""	"1"	"[4,8,2,1,7,6,9,5,3]"	"[""ok"",""terrible"",""amazing"",""amazing"",""terrible"",""ok"",""terrible"",""ok"",""amazing""]"	"[""terrible"",""terrible"",""bad"",""terrible"",""terrible"",""bad"",""bad"",""terrible"",""bad""]"	"[""1"",""1"",""2"",""1"",""1"",""2"",""2"",""1"",""2""]"	"[0.78,0.79,0.87,0.85,0.88,0.85,0.81,0.84,0.75]"	"[0.58,0.75,0.82,0.84,0.77,0.84,0.76,0.78,0.73]"	"[0.78,0.64,0.71,0.85,0.86,0.77,0.81,0.78,0.74]"	"[0.34,0.16,0.41,0.32,0.43,0.51,0.44,0.46,0.44]"	"[0.02,0.2,0.04,0.04,0.06,0.06,0.06,0.07,0.09]"	"[0.04,0.12,0.06,0.08,0.05,0.06,0.07,0.07,0.08]"	"[0.08,0.08,0.02,0.16,0.14,0.19,0.09,0.12,0.09]"	"[1,2,3,4,5,6,7,8,9]"	"""F"""	"""35"""	"""6"""	"""English"""	""""""
"3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3RDTAMZS73SN2DPI3IFKDTAAHI0GX3"	"Fun experiment about the weather!"	"Read scenarios about the weather and answer questions about them. This should take around 8-10 minutes."	"weather,behavior,survey,psychology,estimate,experiment,language"	"$0.90"	"Mon Dec 22 06:04:42 PST 2014"	"40"	"0"	"0"	"19"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Mon Jan 05 16:51:59 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"35DR22AR5DL55U245D8LY3OYZTW3XD"	21	"Submitted"	"Tue Jan 06 07:38:24 PST 2015"	"Mon Jan 05 14:55:07 PST 2015"	"Mon Jan 05 14:58:24 PST 2015"	""	""	""	""	""	"1"	"[8,5,6,2,4,3,1,7,9]"	"[""terrible"",""ok"",""ok"",""amazing"",""ok"",""amazing"",""amazing"",""terrible"",""terrible""]"	"[""ok"",""good"",""good"",""terrible"",""good"",""amazing"",""ok"",""good"",""ok""]"	"[""2"",""4"",""4"",""1"",""4"",""5"",""4"",""4"",""4""]"	"[0.39,0,0,0,0.37,0,0.16,0.34,0.38]"	"[0.53,0,0.01,0.24,0.28,0.28,0.02,0.22,0.39]"	"[0.42,0,0,0.49,0.43,0.29,0.05,0.33,0.39]"	"[0.51,0.58,0.46,0.48,0.45,0.21,0.32,0.32,0.36]"	"[0.62,0.6,0.49,0.53,0.38,0.35,0.4,0.43,0.33]"	"[0.31,0.55,0.62,0.19,0.22,0.33,0.61,0.32,0.25]"	"[0.35,0.83,0.65,0.52,0.47,0.22,0.41,0.28,0.2]"	"[1,2,3,4,5,6,7,8,9]"	"""M"""	"""25"""	"""4"""	"""english"""	""""""
"3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3RDTAMZS73SN2DPI3IFKDTAAHI0GX3"	"Fun experiment about the weather!"	"Read scenarios about the weather and answer questions about them. This should take around 8-10 minutes."	"weather,behavior,survey,psychology,estimate,experiment,language"	"$0.90"	"Mon Dec 22 06:04:42 PST 2014"	"40"	"0"	"0"	"19"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Mon Jan 05 16:51:59 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3HRMW88U16RYUQ438JOTLOATPDSM0H"	22	"Submitted"	"Tue Jan 06 07:38:39 PST 2015"	"Mon Jan 05 14:55:01 PST 2015"	"Mon Jan 05 14:58:39 PST 2015"	""	""	""	""	""	"1"	"[7,3,1,4,5,8,6,2,9]"	"[""terrible"",""amazing"",""amazing"",""ok"",""ok"",""terrible"",""ok"",""amazing"",""terrible""]"	"[""bad"",""amazing"",""good"",""ok"",""ok"",""bad"",""bad"",""ok"",""bad""]"	"[""2"",""5"",""4"",""3"",""3"",""2"",""2"",""3"",""2""]"	"[0.78,0,0,0,0,0.34,0.23,0.01,0.27]"	"[0.83,0,0,0,0,0.54,0.33,0,0.3]"	"[0.63,0,0,0,0,0.33,0.23,0.01,0.27]"	"[0,0.18,0.24,1,1,0,0.17,0.51,0.15]"	"[0.22,0.36,0.38,0.51,0.47,0.09,0.52,0.51,0.07]"	"[0,0.8,0.74,0.53,0.47,0,0,0,0]"	"[0,0.6,0.58,0.1,0.04,0,0,0,0]"	"[1,2,3,4,5,6,7,8,9]"	"""M"""	"""25"""	"""4"""	"""english"""	"""Thanks for the HIT."""
"3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3RDTAMZS73SN2DPI3IFKDTAAHI0GX3"	"Fun experiment about the weather!"	"Read scenarios about the weather and answer questions about them. This should take around 8-10 minutes."	"weather,behavior,survey,psychology,estimate,experiment,language"	"$0.90"	"Mon Dec 22 06:04:42 PST 2014"	"40"	"0"	"0"	"19"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Mon Jan 05 16:51:59 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"32Q90QCQ1SM2VSJUVEASR0KTU97EKQ"	23	"Submitted"	"Tue Jan 06 07:39:07 PST 2015"	"Mon Jan 05 14:56:35 PST 2015"	"Mon Jan 05 14:59:07 PST 2015"	""	""	""	""	""	"1"	"[5,8,7,4,3,2,9,6,1]"	"[""ok"",""terrible"",""terrible"",""ok"",""amazing"",""amazing"",""terrible"",""ok"",""amazing""]"	"[""bad"",""ok"",""terrible"",""ok"",""terrible"",""good"",""bad"",""amazing"",""amazing""]"	"[""4"",""3"",""2"",""3"",""1"",""4"",""4"",""3"",""4""]"	"[0.51,0.59,0.54,0.64,0.42,0.71,0.72,0.73,0.68]"	"[0.29,0.57,0.67,0.69,0.4,0.64,0.79,0.78,0.75]"	"[0.56,0.68,0.47,0.51,0.4,0.65,0.56,0.53,0.48]"	"[0.66,0.49,0.43,0.56,0.51,0.54,0.6,0.59,0.61]"	"[0.66,0.65,0.41,0.47,0.45,0.57,0.52,0.45,0.53]"	"[0.53,0.49,0.53,0.59,0.52,0.57,0.69,0.69,0.68]"	"[0.61,0.67,0.64,0.67,0.51,0.73,0.75,0.75,0.71]"	"[1,2,3,4,5,6,7,8,9]"	"""M"""	"""35"""	"""4"""	"""english"""	"""na"""
"3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3RDTAMZS73SN2DPI3IFKDTAAHI0GX3"	"Fun experiment about the weather!"	"Read scenarios about the weather and answer questions about them. This should take around 8-10 minutes."	"weather,behavior,survey,psychology,estimate,experiment,language"	"$0.90"	"Mon Dec 22 06:04:42 PST 2014"	"40"	"0"	"0"	"19"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Mon Jan 05 16:51:59 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"39RP059MEHUZED7D6ZLI556CGHPBMS"	24	"Submitted"	"Tue Jan 06 07:39:36 PST 2015"	"Mon Jan 05 14:54:02 PST 2015"	"Mon Jan 05 14:59:36 PST 2015"	""	""	""	""	""	"1"	"[1,3,9,8,4,2,7,5,6]"	"[""amazing"",""amazing"",""terrible"",""terrible"",""ok"",""amazing"",""terrible"",""ok"",""ok""]"	"[""ok"",""amazing"",""ok"",""amazing"",""bad"",""terrible"",""amazing"",""ok"",""amazing""]"	"[""2"",""5"",""3"",""4"",""2"",""1"",""5"",""3"",""5""]"	"[1,0,0,0,0.48,0.99,0,0,0]"	"[0.08,0,0,0,0.23,0.44,0,0,0]"	"[0.08,0,0,0,0.3,0.97,0.03,0.01,0]"	"[0.46,0,0.49,0,0,0.01,0.02,1,0]"	"[0.06,1,0.53,1,0,0.04,0.99,0.46,0.99]"	"[0.04,1,0.53,1,0,0,0.99,0.5,0.98]"	"[0.07,1,0,1,0,0,0.96,0,1]"	"[1,2,3,4,5,6,7,8,9]"	"""F"""	"""35"""	"""8"""	"""English"""	"""None"""
